id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,class_name
525,M,small,small,small,light,light,light,light,young
526,M,small,small,small,light,light,light,light,young
527,M,small,small,small,light,light,light,light,young
528,F,medium,medium,medium,medium,medium,medium,medium,old_age
529,F,medium,medium,high,medium,medium,heavy,medium,old_age
530,M,small,small,small,light,light,light,light,medium_age
531,I,medium,medium,high,medium,medium,medium,medium,old_age
532,F,small,small,medium,light,light,light,light,old_age
533,I,small,small,small,light,light,light,light,old_age
534,F,small,small,small,light,light,light,light,medium_age
535,I,small,small,medium,light,light,medium,light,medium_age
536,I,small,medium,medium,light,light,light,light,old_age
537,I,medium,medium,medium,medium,light,medium,medium,old_age
538,M,small,small,small,light,light,light,light,young
539,M,small,small,small,light,light,light,light,young
540,F,small,small,small,light,light,light,light,medium_age
541,F,medium,small,medium,medium,medium,medium,medium,old_age
542,F,small,small,small,light,light,light,light,old_age
543,M,small,small,small,light,light,light,light,old_age
544,M,small,small,small,light,light,light,light,young
545,F,small,small,small,light,light,light,light,medium_age
546,M,small,small,small,light,light,light,light,old_age
547,M,small,small,small,light,light,light,light,young
548,M,small,small,small,light,light,light,light,young
549,F,medium,medium,high,medium,medium,medium,medium,old_age
550,I,medium,medium,high,medium,medium,medium,medium,old_age
551,I,large,large,high,heavy,heavy,medium,heavy,old_age
552,I,large,large,medium,medium,medium,medium,heavy,old_age
553,I,medium,medium,high,medium,medium,medium,medium,old_age
554,I,small,small,small,light,light,medium,light,old_age
555,I,medium,medium,medium,medium,medium,medium,light,medium_age
556,I,medium,medium,medium,medium,medium,medium,light,medium_age
557,I,medium,medium,medium,medium,medium,medium,medium,old_age
558,F,large,large,high,heavy,heavy,heavy,heavy,old_age
559,F,large,large,high,heavy,heavy,heavy,heavy,old_age
560,I,medium,medium,medium,medium,medium,light,medium,old_age
561,F,small,small,small,light,light,light,light,young
562,I,medium,medium,small,medium,medium,medium,medium,old_age
563,F,small,small,small,light,light,light,light,old_age
564,F,medium,medium,medium,medium,medium,medium,medium,old_age
565,F,small,small,medium,light,light,medium,medium,old_age
566,M,small,small,small,light,light,light,light,medium_age
567,I,medium,small,medium,medium,medium,medium,medium,old_age
568,I,small,small,medium,light,light,light,light,old_age
569,M,small,small,small,light,light,light,light,young
570,F,small,small,small,light,light,light,light,old_age
571,I,small,small,medium,light,light,light,light,old_age
572,I,small,small,medium,light,light,light,light,old_age
573,F,medium,medium,medium,heavy,medium,heavy,heavy,old_age
574,F,medium,medium,medium,medium,medium,medium,heavy,old_age
575,I,large,large,medium,medium,medium,medium,heavy,medium_age
576,F,large,large,medium,heavy,heavy,heavy,heavy,old_age
577,I,medium,medium,medium,medium,medium,medium,medium,medium_age
578,F,medium,medium,high,medium,medium,heavy,medium,medium_age
579,I,medium,medium,medium,medium,medium,medium,medium,old_age
580,F,large,large,high,heavy,heavy,heavy,heavy,old_age
581,F,large,large,high,heavy,heavy,heavy,heavy,old_age
582,I,medium,medium,medium,medium,medium,medium,medium,old_age
583,F,large,large,high,heavy,heavy,heavy,heavy,old_age
584,I,small,small,medium,light,light,medium,light,old_age
585,F,small,small,small,light,light,light,light,old_age
586,I,medium,medium,medium,medium,medium,medium,medium,old_age
587,I,medium,medium,high,medium,medium,medium,medium,medium_age
588,F,medium,medium,medium,medium,medium,medium,medium,old_age
589,M,small,small,medium,light,light,light,light,old_age
590,F,small,small,small,light,light,light,light,old_age
591,I,medium,medium,medium,medium,medium,medium,medium,old_age
592,F,small,small,small,light,light,light,light,medium_age
593,I,medium,medium,high,medium,medium,medium,medium,old_age
594,F,large,large,high,heavy,heavy,heavy,heavy,old_age
595,M,medium,medium,medium,medium,medium,medium,medium,old_age
596,I,medium,medium,high,medium,medium,medium,heavy,old_age
597,F,medium,medium,medium,medium,medium,medium,medium,medium_age
598,I,large,large,medium,medium,medium,medium,heavy,old_age
599,I,large,large,medium,heavy,medium,heavy,heavy,old_age
600,F,medium,medium,high,medium,medium,heavy,heavy,old_age
601,I,medium,medium,medium,medium,medium,medium,medium,old_age
602,F,small,small,small,light,light,light,light,medium_age
603,F,small,small,small,light,light,light,light,old_age
604,I,small,small,small,light,light,light,medium,old_age
605,I,medium,medium,medium,light,light,light,medium,old_age
606,I,small,small,medium,light,light,light,light,old_age
607,M,small,small,small,light,light,light,light,medium_age
608,I,medium,small,medium,light,light,light,light,medium_age
609,M,small,small,small,light,light,light,light,medium_age
610,M,small,small,small,light,light,light,light,old_age
611,F,small,small,high,light,light,light,light,old_age
612,M,small,small,small,light,light,light,light,young
613,M,small,small,small,light,light,light,light,medium_age
614,I,medium,small,medium,light,light,light,medium,old_age
615,I,small,small,medium,light,light,light,medium,old_age
616,M,small,small,medium,light,light,light,light,old_age
617,F,small,small,medium,light,light,light,light,old_age
618,M,small,small,small,light,light,light,light,young
619,M,small,small,small,light,light,light,light,medium_age
620,M,small,small,small,light,light,light,light,young
621,M,small,small,small,light,light,light,light,medium_age
622,I,medium,medium,medium,medium,light,medium,medium,old_age
623,F,medium,medium,small,medium,medium,medium,medium,old_age
624,F,medium,medium,small,light,light,light,medium,old_age
625,I,small,small,small,light,light,light,light,old_age
626,F,medium,medium,high,medium,medium,light,medium,old_age
627,F,small,small,small,light,light,light,light,medium_age
628,F,small,small,small,light,light,light,light,young
629,I,medium,medium,medium,medium,medium,medium,medium,old_age
630,M,small,small,small,light,light,light,light,medium_age
631,I,small,small,small,light,light,medium,light,medium_age
632,F,small,small,small,light,light,light,light,young
633,M,small,small,medium,light,light,light,light,medium_age
634,I,small,small,medium,light,light,light,medium,medium_age
635,M,small,small,small,light,light,light,light,medium_age
636,M,small,small,small,light,light,light,light,young
637,M,small,small,small,light,light,light,light,young
638,M,small,small,small,light,light,light,light,young
639,I,small,small,small,light,light,light,light,old_age
640,F,medium,medium,medium,medium,light,medium,medium,old_age
641,M,small,small,small,light,light,light,light,young
642,I,large,large,high,heavy,heavy,heavy,heavy,old_age
643,F,medium,medium,high,medium,medium,medium,heavy,old_age
644,M,small,small,small,light,light,light,light,young
645,M,small,small,medium,light,light,light,light,medium_age
646,I,small,small,small,light,light,light,light,old_age
647,M,small,small,small,light,light,light,light,young
648,M,small,small,medium,medium,light,medium,medium,medium_age
649,I,small,small,small,light,light,light,light,old_age
650,F,small,small,medium,light,light,light,light,medium_age
651,M,small,small,small,light,light,light,light,young
652,I,small,small,small,light,light,light,light,young
653,I,small,small,medium,light,light,light,light,old_age
654,M,small,small,small,light,light,light,light,young
655,F,small,small,small,light,light,light,light,medium_age
656,M,small,small,small,light,light,light,light,young
657,F,medium,medium,high,medium,medium,heavy,heavy,old_age
658,F,large,large,high,heavy,medium,heavy,heavy,old_age
659,I,medium,large,high,heavy,heavy,heavy,heavy,old_age
660,F,medium,large,high,medium,medium,medium,heavy,old_age
661,I,large,large,high,heavy,heavy,heavy,heavy,old_age
662,I,medium,medium,high,medium,medium,medium,heavy,old_age
663,F,small,small,medium,light,light,light,light,medium_age
664,F,small,small,small,light,light,light,light,old_age
665,I,small,small,small,light,light,light,light,old_age
666,F,small,small,small,light,light,light,light,medium_age
667,M,small,small,small,light,light,medium,light,old_age
668,F,medium,medium,medium,medium,light,medium,medium,old_age
669,M,medium,medium,medium,medium,medium,heavy,heavy,old_age
670,F,small,small,medium,light,light,medium,medium,old_age
671,M,small,medium,medium,medium,light,light,medium,old_age
672,F,medium,medium,medium,medium,medium,medium,medium,old_age
673,F,medium,medium,high,medium,medium,medium,medium,old_age
674,M,medium,medium,medium,medium,light,medium,medium,old_age
675,F,medium,medium,medium,medium,medium,medium,medium,old_age
676,F,medium,medium,high,medium,light,light,medium,old_age
677,M,medium,medium,medium,medium,medium,medium,medium,old_age
678,F,medium,small,small,medium,light,medium,medium,old_age
679,F,small,medium,high,medium,medium,medium,medium,old_age
680,F,small,small,small,light,light,light,light,young
681,I,small,small,small,light,light,light,light,young
682,M,medium,small,medium,medium,light,medium,medium,medium_age
683,F,small,small,small,light,light,light,light,young
684,M,medium,medium,high,medium,medium,medium,medium,old_age
685,M,medium,medium,medium,medium,medium,medium,medium,medium_age
686,M,medium,medium,high,medium,medium,heavy,medium,old_age
687,F,medium,medium,medium,medium,medium,medium,medium,old_age
688,F,medium,medium,medium,medium,medium,medium,heavy,old_age
689,M,medium,medium,high,medium,medium,medium,medium,old_age
690,M,medium,medium,medium,medium,medium,heavy,heavy,old_age
691,M,medium,small,medium,medium,medium,medium,medium,medium_age
692,I,small,small,small,light,light,light,light,young
693,F,small,small,small,light,light,light,light,old_age
694,M,small,small,small,light,light,light,light,medium_age
695,I,small,small,small,light,light,light,light,young
696,I,small,small,small,light,light,light,light,young
697,I,small,small,small,light,light,light,light,young
698,M,small,small,small,light,light,light,light,young
699,F,small,small,small,light,light,light,light,old_age
700,F,small,small,small,light,light,light,light,old_age
701,M,small,small,small,light,light,light,light,old_age
702,F,small,medium,medium,light,light,medium,medium,old_age
703,F,small,small,small,light,light,light,light,medium_age
704,M,small,small,small,light,light,light,light,old_age
705,M,small,small,medium,light,light,light,light,medium_age
706,M,small,small,medium,light,light,light,light,medium_age
707,M,small,small,small,light,light,light,light,old_age
708,F,small,small,small,light,light,light,light,medium_age
709,M,small,small,medium,light,light,light,light,medium_age
710,I,small,small,small,light,light,light,light,young
711,I,small,small,small,light,light,light,light,young
712,M,small,small,small,light,light,light,light,old_age
713,I,small,small,small,light,light,light,light,young
714,M,small,small,small,light,light,light,light,young
715,M,small,small,small,light,light,light,light,medium_age
716,I,small,small,small,light,light,light,light,young
717,I,small,small,small,light,light,light,light,young
718,I,small,small,small,light,light,light,light,young
719,I,small,small,small,light,light,light,light,young
720,I,small,small,small,light,light,light,light,young
721,I,small,small,small,light,light,light,light,young
722,M,medium,medium,high,heavy,medium,heavy,medium,old_age
723,M,medium,medium,medium,heavy,medium,medium,heavy,old_age
724,M,medium,medium,medium,medium,medium,heavy,heavy,old_age
725,M,small,small,small,light,light,medium,light,old_age
726,F,medium,small,small,light,light,light,medium,old_age
727,M,small,small,small,light,light,light,light,medium_age
728,F,small,small,small,light,light,medium,light,old_age
729,M,medium,medium,medium,medium,medium,medium,medium,old_age
730,F,medium,medium,small,medium,medium,medium,medium,old_age
731,M,medium,medium,medium,medium,medium,medium,medium,old_age
732,M,medium,medium,medium,medium,medium,medium,medium,old_age
733,M,medium,medium,small,medium,medium,medium,medium,old_age
734,M,medium,medium,medium,medium,light,medium,medium,old_age
735,M,medium,medium,small,medium,medium,medium,medium,old_age
736,M,medium,medium,medium,medium,medium,medium,medium,medium_age
737,M,medium,medium,small,medium,medium,medium,medium,old_age
738,F,medium,medium,medium,medium,medium,medium,medium,old_age
739,M,medium,medium,medium,medium,medium,medium,heavy,old_age
740,M,small,small,small,light,light,light,light,medium_age
741,M,medium,medium,high,medium,medium,medium,medium,old_age
742,F,small,small,small,light,light,light,light,young
743,F,medium,medium,medium,medium,medium,medium,medium,old_age
744,F,medium,medium,medium,medium,medium,medium,medium,old_age
745,M,medium,medium,medium,medium,medium,medium,medium,old_age
746,F,medium,medium,medium,medium,medium,heavy,medium,old_age
747,F,large,large,high,heavy,heavy,heavy,heavy,old_age
748,M,medium,medium,medium,medium,medium,medium,light,medium_age
749,M,medium,medium,medium,medium,medium,medium,medium,old_age
750,M,large,large,high,heavy,heavy,heavy,heavy,old_age
751,F,medium,medium,small,medium,light,medium,medium,old_age
752,M,medium,small,small,light,light,medium,light,medium_age
753,F,large,medium,high,heavy,medium,heavy,heavy,old_age
754,F,medium,medium,high,heavy,medium,heavy,medium,old_age
755,M,large,large,high,heavy,heavy,heavy,heavy,old_age
756,M,large,large,high,heavy,heavy,heavy,heavy,old_age
757,M,large,large,medium,heavy,medium,heavy,heavy,old_age
758,F,large,large,high,heavy,heavy,heavy,heavy,old_age
759,M,medium,medium,medium,heavy,heavy,heavy,medium,old_age
760,M,medium,medium,small,heavy,medium,medium,heavy,old_age
761,M,medium,medium,medium,heavy,medium,medium,heavy,old_age
762,F,medium,medium,medium,medium,medium,medium,heavy,old_age
763,F,medium,medium,medium,medium,medium,medium,heavy,old_age
764,M,large,large,high,heavy,heavy,heavy,heavy,old_age
765,F,large,large,medium,heavy,medium,heavy,heavy,old_age
766,M,medium,medium,medium,medium,medium,medium,heavy,old_age
767,F,medium,medium,medium,heavy,medium,heavy,heavy,old_age
768,M,small,small,small,light,light,light,light,medium_age
769,F,medium,medium,medium,medium,medium,heavy,medium,old_age
770,F,medium,medium,high,medium,medium,heavy,medium,old_age
771,F,medium,medium,high,medium,medium,heavy,heavy,old_age
