id,bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,class_name
1414,f,f,f,f,f,f,f,f,f,t,t,t,g,f,n,f,t,nowin
1415,f,f,f,f,f,f,t,t,t,f,t,f,l,f,w,f,f,won
1416,f,f,f,f,f,f,f,f,f,f,f,t,g,f,n,f,f,won
1417,f,f,f,f,f,t,f,f,f,t,t,f,g,f,n,f,f,nowin
1418,f,f,f,f,t,t,t,f,t,f,f,f,g,f,n,f,f,won
1419,t,f,t,f,f,f,t,t,t,t,t,f,l,f,b,f,f,nowin
1420,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,t,won
1421,f,f,f,f,f,f,f,f,f,f,f,f,l,f,w,f,f,nowin
1422,f,f,f,f,f,f,t,f,f,t,t,f,l,f,n,f,f,nowin
1423,f,f,f,f,t,f,f,f,f,f,t,f,g,f,b,f,f,nowin
1424,f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,won
1425,t,f,t,f,f,f,f,f,f,f,t,f,g,t,n,f,f,nowin
1426,f,f,f,f,f,t,t,f,f,t,t,f,g,f,n,f,f,nowin
1427,f,f,f,f,t,t,f,f,f,f,f,f,l,f,n,f,f,won
1428,f,f,t,f,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
1429,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1430,f,f,f,f,f,f,f,f,f,t,t,t,l,f,w,f,f,won
1431,f,f,f,f,f,f,f,f,f,f,t,t,g,f,n,f,f,nowin
1432,f,f,f,f,f,f,f,f,f,t,t,f,l,f,b,f,f,nowin
1433,f,f,f,f,t,f,t,f,f,f,f,f,g,f,n,f,f,nowin
1434,f,f,f,f,f,t,t,f,f,t,t,f,l,f,n,f,f,won
1435,t,f,t,f,f,t,t,f,f,f,t,f,l,f,n,f,f,nowin
1436,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1437,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,f,f,nowin
1438,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
1439,f,t,f,t,t,f,f,f,t,f,t,f,l,f,w,f,f,won
1440,t,f,f,f,f,f,f,f,f,f,t,f,g,f,b,f,f,won
1441,f,f,f,f,t,f,f,f,t,f,f,f,g,f,n,f,f,won
1442,f,f,f,t,t,f,f,f,f,f,t,f,g,f,n,f,f,won
1443,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,won
1444,f,t,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
1445,f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,won
1446,f,f,f,f,f,t,f,f,t,f,f,t,l,f,n,f,f,won
1447,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,won
1448,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,t,f,nowin
1449,f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,f,won
1450,f,f,t,f,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1451,f,f,f,f,t,t,f,t,t,t,t,f,l,f,n,f,f,nowin
1452,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,nowin
1453,f,f,f,t,t,t,t,t,t,f,f,f,g,f,n,f,f,won
1454,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
1455,f,t,f,f,f,t,f,f,f,f,f,f,l,f,n,t,f,nowin
1456,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
1457,f,f,f,t,t,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1458,f,f,f,f,f,t,f,f,t,f,f,t,l,f,n,f,f,nowin
1459,f,f,f,t,t,t,t,t,t,f,f,f,l,f,n,f,f,won
1460,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1461,f,f,f,f,t,t,f,t,t,t,t,f,g,f,b,f,f,nowin
1462,f,f,f,f,f,f,f,f,f,t,t,t,g,f,n,f,t,nowin
1463,f,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,won
1464,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1465,f,f,f,f,f,t,f,f,f,f,f,t,l,f,n,f,f,won
1466,f,f,f,f,t,f,t,f,f,f,f,f,g,f,n,f,f,won
1467,f,f,f,f,f,f,t,f,f,f,f,f,l,f,b,f,f,nowin
1468,f,f,f,f,t,t,t,f,f,t,f,f,l,f,n,f,f,nowin
1469,t,f,f,f,f,f,t,t,t,t,t,f,l,f,n,t,f,nowin
1470,f,t,f,f,t,f,f,f,t,f,t,f,l,f,w,f,f,won
1471,f,f,f,t,t,t,t,t,t,f,f,f,g,f,n,f,f,nowin
1472,f,t,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1473,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
1474,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1475,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,nowin
1476,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,nowin
1477,f,f,f,f,t,f,f,f,f,f,f,f,g,f,n,f,f,won
1478,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1479,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,won
1480,t,f,f,f,t,t,f,f,t,f,t,f,g,f,b,f,f,won
1481,f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,f,won
1482,f,f,f,f,t,f,f,f,t,f,f,f,g,f,n,f,f,won
1483,f,f,f,f,f,t,t,f,f,f,f,f,g,f,n,f,f,won
1484,f,f,f,t,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1485,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,t,nowin
1486,t,f,f,f,f,f,f,f,f,f,t,t,l,f,n,f,f,won
1487,f,f,f,t,t,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1488,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1489,f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,nowin
1490,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1491,f,t,f,f,f,t,f,f,f,t,t,f,l,f,n,f,f,nowin
1492,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,won
1493,f,f,f,f,f,t,t,t,t,f,t,f,l,f,n,f,f,nowin
1494,f,f,f,f,f,t,t,f,f,f,t,f,l,f,n,f,f,nowin
1495,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
1496,f,f,f,f,t,f,f,f,f,t,f,f,g,f,n,f,f,won
1497,f,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1498,f,t,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1499,f,f,f,f,f,f,f,f,f,t,t,f,l,f,w,f,f,won
1500,t,f,t,f,f,f,t,t,t,t,t,f,l,f,b,f,f,nowin
1501,f,f,f,f,t,f,t,f,f,f,t,f,l,f,b,f,f,nowin
1502,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
1503,f,f,f,t,t,t,t,t,t,t,f,f,l,f,n,f,f,won
1504,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,nowin
1505,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
1506,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
1507,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1508,t,f,f,f,t,t,t,t,t,f,t,f,l,f,n,f,f,won
1509,f,f,f,f,t,f,t,t,t,f,t,f,l,f,n,f,f,won
1510,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1511,f,t,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1512,f,f,f,f,f,t,f,t,t,t,t,f,l,f,n,f,f,nowin
1513,f,f,f,f,t,f,f,f,f,f,f,f,l,f,b,f,f,nowin
1514,f,f,f,f,f,t,f,f,f,t,t,f,l,f,w,f,f,won
1515,f,t,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1516,f,t,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,won
1517,t,t,t,f,f,t,f,f,f,f,t,f,l,f,b,f,f,won
1518,t,f,f,f,f,f,t,f,f,f,f,t,l,f,n,f,f,nowin
1519,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
1520,f,f,f,f,f,t,f,f,f,f,f,t,g,f,n,f,f,nowin
1521,f,f,f,f,f,t,t,t,t,f,t,f,l,f,w,f,f,won
1522,t,f,f,f,t,t,f,f,f,f,t,f,l,f,n,f,f,won
1523,f,f,t,f,t,t,t,f,f,f,f,f,g,f,n,f,f,won
1524,f,f,f,f,t,f,t,f,f,t,t,f,l,f,w,f,f,nowin
1525,f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,t,won
1526,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
1527,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,nowin
1528,f,f,f,f,f,t,t,f,f,f,t,f,l,f,n,f,f,won
1529,f,f,f,f,t,f,f,f,f,t,f,f,l,f,n,f,f,won
1530,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,nowin
1531,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1532,f,f,f,f,f,f,f,f,t,f,f,f,g,f,n,f,f,nowin
1533,f,f,f,t,f,t,f,f,f,t,t,f,g,f,n,f,f,nowin
1534,f,f,f,f,t,f,f,f,t,f,f,f,g,f,n,f,f,won
1535,f,f,f,f,f,t,f,f,f,t,t,f,l,f,n,f,f,won
1536,t,f,f,f,t,t,t,f,t,f,t,f,l,f,n,f,f,won
1537,f,f,f,f,f,f,t,t,t,f,t,f,l,f,n,f,f,nowin
1538,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
1539,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,nowin
1540,f,f,f,f,t,t,f,f,f,f,f,f,g,f,n,f,f,won
1541,f,t,f,f,f,f,f,f,t,f,f,f,l,f,w,f,f,won
1542,f,f,f,f,t,t,t,t,t,t,f,f,g,f,n,f,f,nowin
1543,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
1544,f,f,t,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
1545,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,won
1546,f,f,f,f,t,f,t,f,f,t,t,f,l,f,w,f,f,nowin
1547,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1548,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1549,f,f,f,t,f,t,f,f,f,t,t,f,g,f,b,f,f,nowin
1550,f,f,f,f,f,t,f,f,f,t,f,t,g,f,n,f,f,nowin
1551,t,f,t,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1552,f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
1553,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,nowin
1554,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1555,f,f,f,f,t,t,t,f,t,f,f,f,l,f,n,f,f,nowin
1556,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,nowin
1557,f,f,f,f,f,f,f,f,f,t,f,f,l,f,b,f,f,nowin
1558,f,f,f,f,f,t,f,f,t,f,t,f,l,f,n,f,f,won
1559,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
1560,t,f,f,f,t,f,t,f,t,f,f,t,l,f,n,f,f,nowin
1561,f,f,f,f,f,t,t,f,f,f,t,t,l,f,n,f,f,won
1562,t,t,f,f,f,f,f,f,f,f,t,f,g,f,b,f,f,won
1563,f,f,f,f,t,t,t,f,f,t,f,f,g,f,n,f,f,won
1564,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,nowin
1565,t,t,f,f,f,f,f,f,f,f,f,f,l,f,b,f,f,nowin
1566,f,f,f,f,t,t,f,f,t,f,f,f,g,f,n,f,f,nowin
1567,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,won
1568,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,won
1569,f,f,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1570,t,f,f,f,f,t,f,f,f,f,t,f,l,f,w,f,f,won
1571,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1572,f,f,f,t,f,t,t,t,t,f,t,f,g,f,n,f,f,won
1573,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1574,f,f,f,f,t,f,f,f,f,f,f,f,l,f,n,f,f,won
1575,f,f,f,f,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1576,f,f,f,f,t,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1577,f,t,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1578,f,f,f,t,t,t,t,t,t,t,f,f,g,f,n,f,f,won
1579,t,f,f,f,t,t,f,f,f,f,t,f,l,f,w,f,f,won
1580,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,nowin
1581,f,f,f,t,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1582,f,f,f,t,f,f,t,t,t,f,f,t,l,f,w,f,f,nowin
1583,f,f,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1584,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
1585,f,t,f,t,f,t,f,f,t,f,t,f,l,f,n,f,f,won
1586,f,f,t,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1587,f,t,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1588,f,f,f,f,f,f,t,f,t,f,f,f,g,f,n,f,f,nowin
1589,f,t,f,f,f,t,f,f,f,t,t,f,l,f,n,f,f,nowin
1590,f,f,f,t,t,t,t,t,t,f,f,f,g,f,n,f,f,nowin
1591,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,won
1592,f,f,f,f,f,f,f,f,f,f,f,t,g,f,n,f,f,won
1593,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1594,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,won
1595,f,f,f,t,f,f,f,f,f,f,f,f,l,f,w,f,f,nowin
1596,f,f,f,f,f,t,f,f,f,f,f,t,g,f,n,f,f,nowin
1597,f,f,f,f,f,t,f,f,f,t,f,t,l,f,n,f,f,nowin
1598,f,t,f,f,f,t,f,f,f,f,t,f,l,f,n,t,f,nowin
1599,f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,t,f,nowin
1600,f,f,f,t,t,t,t,t,t,f,f,f,l,f,n,f,f,nowin
1601,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,t,nowin
1602,f,f,f,t,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1603,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,won
1604,f,f,f,f,t,t,t,f,f,t,f,f,g,f,n,f,f,nowin
1605,f,f,f,f,t,t,f,t,t,t,f,f,l,f,n,f,f,nowin
1606,f,f,f,t,t,f,f,f,f,f,t,f,l,f,b,f,f,nowin
1607,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,won
1608,t,f,f,f,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
1609,f,f,f,f,f,t,t,f,f,t,f,f,l,f,n,f,f,nowin
1610,f,f,t,f,f,t,f,f,f,f,f,f,l,f,n,f,f,nowin
1611,f,f,f,f,f,f,f,f,f,f,t,f,g,f,b,f,f,nowin
1612,f,f,f,f,t,t,t,f,f,t,f,f,g,f,n,f,f,nowin
1613,f,f,f,f,t,t,t,t,t,f,f,f,l,f,n,f,f,won
1614,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,won
1615,f,f,f,f,f,f,f,f,t,f,f,t,l,f,n,f,f,won
1616,f,f,f,f,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1617,f,f,t,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1618,t,f,f,f,f,f,t,t,t,t,t,f,l,f,w,f,f,nowin
1619,f,f,f,f,t,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1620,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1621,f,f,f,t,t,t,f,f,f,t,f,f,l,f,n,f,f,won
1622,f,f,f,f,f,f,t,f,f,f,t,f,l,f,w,f,f,won
1623,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,f,f,won
1624,f,f,f,f,f,t,f,f,t,f,t,f,g,f,n,f,t,won
1625,f,f,f,f,t,t,t,f,f,f,t,f,l,f,n,t,f,nowin
1626,f,f,f,f,t,f,f,f,t,f,t,f,l,f,n,f,f,won
1627,f,f,f,f,f,f,t,t,t,t,t,f,l,f,n,f,f,won
1628,f,f,f,t,f,t,t,t,t,t,t,f,l,f,w,f,f,won
1629,f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,nowin
1630,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1631,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1632,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,t,nowin
1633,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,won
1634,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,won
1635,f,f,f,f,f,t,t,t,t,f,f,f,g,f,n,f,f,won
1636,f,f,f,f,t,f,f,f,t,f,f,f,l,f,b,f,f,nowin
1637,f,f,f,f,t,f,f,f,t,f,t,f,g,f,n,f,f,won
1638,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,won
1639,t,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,won
1640,f,t,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1641,f,f,f,f,f,t,f,f,f,f,f,t,g,f,n,f,f,won
1642,f,f,f,f,t,f,f,f,t,f,f,f,g,f,n,f,f,won
1643,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,won
1644,f,t,f,f,f,t,f,f,f,f,f,f,g,f,n,f,f,won
1645,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,t,f,nowin
1646,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1647,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1648,f,f,f,f,f,t,f,f,f,t,f,f,g,f,n,f,f,nowin
1649,f,f,f,f,f,f,t,t,t,f,t,f,l,f,n,f,f,nowin
1650,f,f,f,f,f,f,t,t,t,t,f,f,l,f,w,f,f,won
1651,f,f,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,won
1652,t,f,f,f,f,t,t,f,f,f,t,f,l,f,n,f,f,won
1653,f,f,f,f,t,f,t,f,f,f,f,f,g,f,n,f,f,nowin
1654,f,f,f,f,f,t,f,f,f,t,t,f,g,f,n,f,f,nowin
1655,f,f,f,f,f,f,f,f,f,t,f,f,g,f,n,f,f,won
1656,f,f,f,f,f,f,f,f,t,f,f,t,l,f,n,f,f,won
1657,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,nowin
1658,t,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
1659,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1660,f,f,f,f,t,t,t,f,t,f,t,f,g,f,n,f,f,won
1661,f,f,f,f,f,f,f,f,f,f,t,f,g,f,n,f,t,won
1662,f,f,f,f,f,f,f,f,f,f,f,t,l,f,n,f,f,nowin
1663,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1664,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,t,f,nowin
1665,t,f,f,f,f,f,t,f,f,f,f,f,l,f,b,f,f,nowin
1666,f,f,f,f,t,f,t,t,t,t,t,f,g,f,n,f,f,nowin
1667,f,f,f,f,f,f,f,f,f,f,t,f,l,f,w,f,f,won
1668,f,f,t,f,t,t,t,f,f,f,f,f,l,f,n,f,f,won
1669,t,f,f,f,f,t,t,f,f,f,t,f,l,f,w,f,f,won
1670,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1671,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,nowin
1672,f,f,f,f,f,f,f,f,f,f,t,t,l,f,n,f,f,nowin
1673,f,f,f,f,t,t,t,f,f,f,f,f,l,f,n,f,f,nowin
1674,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,nowin
1675,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,f,nowin
1676,f,f,f,f,t,f,t,t,t,f,t,f,l,f,n,f,f,nowin
1677,f,f,t,f,f,t,f,f,f,f,f,f,g,f,n,f,f,nowin
1678,f,f,f,f,t,t,t,t,t,t,f,f,l,f,n,f,f,nowin
1679,f,f,f,f,f,f,t,t,t,t,t,f,l,f,b,f,f,nowin
1680,f,f,f,f,t,t,f,f,f,f,f,f,l,f,n,f,f,won
1681,f,f,f,f,f,t,t,t,t,f,t,f,l,f,n,f,f,won
1682,f,f,f,f,f,f,t,f,f,t,f,f,l,f,n,f,f,won
1683,f,f,f,f,t,f,t,f,f,t,f,f,l,f,n,f,f,nowin
1684,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
1685,f,f,f,f,t,f,t,t,t,f,t,f,g,f,b,f,f,nowin
1686,f,f,f,f,f,f,t,f,f,t,f,f,l,f,b,f,f,nowin
1687,f,f,f,f,t,f,t,f,f,f,t,f,l,f,w,f,f,won
1688,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1689,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
1690,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,nowin
1691,f,f,f,f,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1692,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,won
1693,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,nowin
1694,f,f,f,f,f,t,f,f,f,t,t,f,l,f,n,f,f,nowin
1695,f,f,f,f,f,f,f,f,f,f,t,f,l,f,n,f,t,won
1696,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,f,nowin
1697,f,f,f,f,f,t,f,f,t,f,t,f,l,f,w,f,f,won
1698,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,nowin
1699,f,f,f,f,f,f,t,f,f,f,t,f,l,f,n,f,f,nowin
1700,f,f,f,f,t,f,t,f,f,t,f,f,g,f,n,f,f,nowin
1701,t,f,f,f,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
1702,t,f,f,f,t,f,t,t,t,t,t,f,l,f,n,f,f,nowin
1703,f,f,f,t,f,t,t,t,t,f,t,f,l,f,n,t,f,nowin
1704,f,f,f,t,t,t,f,f,f,f,f,f,g,f,n,f,f,nowin
1705,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1706,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,won
1707,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,nowin
1708,f,f,f,t,f,f,t,t,t,t,f,f,l,f,n,f,f,nowin
1709,f,f,f,t,t,t,f,f,f,f,f,f,l,f,n,f,f,nowin
1710,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1711,f,f,f,f,f,t,f,f,f,f,f,f,l,f,n,f,f,won
1712,f,f,f,f,f,f,f,f,t,f,t,f,l,f,n,f,f,won
1713,f,f,f,f,t,f,t,t,t,f,f,f,l,f,n,f,f,nowin
1714,f,f,f,f,f,f,f,f,f,f,f,t,g,f,n,f,f,won
1715,t,f,f,f,f,t,f,f,f,f,t,f,l,f,b,f,f,won
1716,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1717,t,f,f,t,t,t,t,t,t,f,t,f,l,f,n,f,f,nowin
1718,f,f,f,f,f,f,f,f,t,f,t,t,l,f,n,f,f,nowin
1719,f,f,f,f,f,t,f,f,t,f,t,f,l,f,n,f,f,won
1720,f,f,f,f,f,f,t,t,t,f,t,f,l,f,n,f,f,nowin
1721,f,f,t,f,t,t,t,f,f,f,f,f,g,f,n,f,f,won
1722,f,f,f,f,f,f,f,f,f,f,f,t,g,f,n,f,f,won
1723,f,f,f,f,t,f,t,t,t,f,f,f,g,f,n,f,f,won
1724,f,t,f,f,f,f,f,f,f,t,f,t,l,f,n,f,f,won
1725,f,f,f,f,f,t,f,f,t,f,t,f,l,f,n,f,f,won
1726,f,t,f,f,f,f,f,f,f,t,t,f,l,f,n,f,f,nowin
1727,f,f,f,f,t,t,t,f,t,f,f,f,l,f,n,f,f,nowin
1728,t,f,f,t,t,t,t,t,t,f,t,f,g,f,b,f,f,nowin
1729,f,f,f,f,t,t,t,t,t,f,f,f,g,f,n,f,f,won
1730,f,f,f,f,f,t,f,f,t,f,f,f,l,f,n,f,f,won
1731,t,f,f,f,f,t,f,f,f,f,t,f,l,f,n,f,f,won
1732,f,f,f,f,f,f,t,f,t,f,f,f,l,f,n,f,f,nowin
1733,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1734,f,f,f,f,f,t,f,f,f,t,t,f,g,f,b,f,f,nowin
1735,f,f,f,f,f,f,t,t,t,t,f,f,l,f,n,t,f,nowin
1736,f,t,f,t,t,t,f,f,t,f,f,f,l,f,n,f,f,won
1737,t,t,f,t,f,t,f,f,f,f,t,f,l,f,n,f,f,won
1738,f,f,f,f,f,f,f,f,f,t,f,f,l,f,w,f,f,won
1739,f,f,f,f,f,f,f,f,f,f,f,f,g,f,n,f,f,nowin
1740,t,f,t,f,t,t,t,f,f,f,t,f,g,f,b,f,f,won
1741,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,nowin
1742,f,f,f,t,t,t,t,t,t,f,f,f,g,f,n,f,f,won
1743,f,f,f,f,f,f,f,f,f,t,f,f,l,f,n,f,f,nowin
1744,f,f,f,f,f,f,f,f,f,f,f,f,l,f,n,f,f,won
1745,f,f,f,f,t,f,t,t,t,f,t,f,l,f,n,f,f,nowin
1746,f,f,t,f,t,t,t,f,f,t,f,f,g,f,n,f,f,nowin
1747,f,f,f,f,f,f,t,f,t,f,f,f,g,f,n,f,f,nowin
1748,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
1749,f,f,f,f,f,t,f,f,f,t,f,f,l,f,n,f,f,won
1750,f,f,f,f,f,f,f,f,t,f,f,t,g,f,n,f,f,won
1751,f,f,f,f,t,t,t,f,f,t,t,f,l,f,w,f,f,won
1752,f,f,f,f,t,f,f,f,t,f,t,f,l,f,w,f,f,won
1753,f,f,f,f,f,f,f,f,t,f,f,f,l,f,n,f,f,nowin
1754,f,f,f,f,f,f,f,f,t,f,t,f,l,f,w,f,f,won
1755,f,f,f,f,t,f,t,t,t,t,f,f,g,f,n,f,f,nowin
1756,f,f,f,f,t,t,t,f,f,f,t,f,l,f,n,f,f,nowin
1757,f,f,f,f,f,t,f,f,f,f,f,t,g,f,n,f,f,won
1758,f,f,f,f,f,f,f,f,f,t,t,f,g,f,n,f,t,nowin
1759,t,f,f,f,t,f,t,t,t,t,t,f,l,f,w,f,f,nowin
1760,f,f,f,f,t,t,f,f,f,t,f,f,g,f,n,f,f,won
